Moment ID,Moment Name - Topic,Prompt,Duration (seconds),Order,Type of Moment,Primary Topic,Ladders to Topic (1),Ladders to Topic (2),Ladders to Topic (3),Ladders to Topic (4)
M00195,Talk to Me: Cardiac Health,Describe your personal history with heart health.,90,1,Talk to Me,Physiology,Pain,Aging,Activity,Exercise
M00195,Talk to Me: Cardiac Health,Describe your family history with heart health. Is there a history of heart disease in your family?,120,2,Talk to Me,Physiology,Pain,Aging,Activity,Exercise
M00195,Talk to Me: Cardiac Health,To what extent do you know the current state of your heart health?,60,3,Talk to Me,Physiology,Pain,Aging,Activity,Exercise
M00196,Talk to Me: Male Contraception,Is contraception something that you and your partner discussed together? Explain,90,2,Talk to Me,Fertility,Male Health,Sex,Feeling Safe,Love
M00196,Talk to Me: Male Contraception,What are the types of contracteption you prefer?,60,1,Talk to Me,Fertility,Male Health,Sex,Feeling Safe,Love
M00196,Talk to Me: Male Contraception,Describe any side-effects of contraception.,90,3,Talk to Me,Fertility,Male Health,Sex,Feeling Safe,Love
M00197,Getting Pregnant,To what extent was getting pregnant an easy process for you and your partner?,90,1,(free form name),Fertility,Male Health,Love,,
M00197,Getting Pregnant,Describe any experience you've had with fertility clinics or fertility doctors.,120,3,(free form name),Fertility,Male Health,Love,,
M00197,Getting Pregnant,Describe any experience you've had with fertility medication or procedures.,120,4,(free form name),Fertility,Male Health,Love,,
M00197,Getting Pregnant,Describe any experience you've had with fertility trackers.,90,2,(free form name),Fertility,Male Health,Love,,
M00198,Being Pregnant,Describe the support system you have or had during pregnancy,120,2,(free form name),Fertility,Care Team,Family,Relationships,
M00198,Being Pregnant,Describe any complications you may have experienced during pregnancy,90,4,(free form name),Fertility,Care Team,Family,Relationships,
M00198,Being Pregnant,Describe your feelings and mood throughout your pregnancy?,90,3,(free form name),Fertility,Care Team,Family,Relationships,
M00198,Being Pregnant,To what extent did you love being pregnant?,60,1,(free form name),Fertility,Care Team,Family,Relationships,
M00199,Reflect On: Being a Father,To what extent is being a father the most important part of your identity.,,,Reflect on,Parenting,Male Health,Identity,Career,
M00199,Reflect On: Being a Father,To what extent do you worry that being a father will affect your career goals?,,1,Reflect on,Parenting,Male Health,Identity,Career,
M00199,Reflect On: Being a Father,To what extent do you feel that there is a lot of pressure on being a father.,,,Reflect on,Parenting,Male Health,Identity,Career,
M00199,Reflect On: Being a Father,To what extent do you feel that you are bound by traditional expectations of what it means to be a father,,,Reflect on,Parenting,Male Health,Identity,Career,
M00201,Managing: Parenthood,Describe the circumstances in which you are raising your child/children?,,,Managing,Parenting,Male Health,Problem Solving,Relationships,
M00201,Managing: Parenthood,Describe your biggest challenges in parenting?,,,Managing,Parenting,Male Health,Problem Solving,Relationships,
M00201,Managing: Parenthood,What do you need to be a better parent that you don't currently have?,,,Managing,Parenting,Male Health,Problem Solving,Relationships,
M00202,Single Parenting,Describe the situation which has led to you being a single parent.,,,(free form name),Parenting,Male Health,Self-care,Relationships,
M00202,Single Parenting,Describe the benefits you see in being a single parent at this time.,,,(free form name),Parenting,Male Health,Self-care,Relationships,
M00202,Single Parenting,Describe any worries you have about being a single parent as it pertains to your own well-being.,,,(free form name),Parenting,Male Health,Self-care,Relationships,
M00202,Single Parenting,Desrcribe any worries you have about the the effect of being a single parent on your child/children.,,,(free form name),Parenting,Male Health,Self-care,Relationships,
M00203,Reflect On: Fatherhood,What would someone who is not a father be surprised to know about you.,,,Reflect on,Parenting,Male Health,Identity,,
M00203,Reflect On: Fatherhood,Describe your greatest joys of being a father.,,,Reflect on,Parenting,Male Health,Identity,,
M00203,Reflect On: Fatherhood,Describe your biggest stresses of being a father.,,,Reflect on,Parenting,Male Health,Identity,,
M00204,Social Lives of Fathers,To what extent is the majority of your social life dependent on children right now?,,,Living with,Being Social,Male Health,Identity,Relationships,
M00204,Social Lives of Fathers,Describe your friend group at the moment. Are most of them parents? What do you do when you are together.,,,Living with,Being Social,Male Health,Identity,Relationships,
M00204,Social Lives of Fathers,Describe a time where you put being a father before social or friend activities.,,,Living with,Being Social,Male Health,Identity,Relationships,
M00205,Happy Moments,Describe three of your happiest moments. What makes them happy for you?,180,1,Explore,Happiness,Mood,Self-love,Love,-
M00206,Future Happy,Describe the happiest possible future version of yourself. In one year. In five years.,180,1,Explore,Aging,Self-esteem,Dreams,Ambition,-
M00207,Being Me,What personality traits do you love most about yourself?,180,1,Explore,Self-love,Physiology,Identity,-,-
M00208,Reputation,"When you're not around, what do you hope people are saying about you?",180,1,Explore,Self-esteem,Anxiety,Confidence,Feelings,Thoughts
M00209,Connection Counts,What bothers you about other people? Describe the opposite of that behavior.,180,1,Explore,Problem Solving,Compassion,Empathy,-,-
M00210,Developing Myself,Can you identify any of your own bothersome behaviours? Describe the opposite of those behaviors.,180,1,Explore,Problem Solving,Compassion,Empathy,-,-
M00211,"ToMe, ForMe",Describe an experience that happened TO you. Now describe it again as though it happened FOR you.,180,1,Explore,Self-care,Self-love,Self-esteem,Confidence,Identity
M00212,Feeling Proud,Describe a decision you've made that makes you proud. Why does it make you proud?,180,1,Explore,Confidence,Feelings,Mindfulness,Identity,-
M00213,Regrets,Describe a decision you've made that you're not proud. What are your feelings surrounding that decision?,180,1,Explore,Decision Making,Fear,Feelings,Identity,-
M00214,Settling for It,What does ‘settling’ mean to you? Describe any areas in your life where you feel like you are settling.,180,1,Explore,Being Content,Thoughts,Mindfulness,-,-
M00215,I'm a Superhero!,Describe the qualities you possess that can help you overcome any obstacles.,180,1,Explore,Confidence,Ambition,Purpose,Identity,-
M00216,My Kryptonite,Describe all the obstacles that you think are preventing you from achieving your dreams.,180,1,Explore,Self-esteem,Fear,Ambition,Identity,-
M00217,Dream Big,Describe your dream for a better future. What problems do you want to solve and who do you want to help?,180,1,Explore,Problem Solving,Relationships,Dreams,-,-
M00218,I'm a Problem Solver,"Describe what you believe are the biggest problems in the world today. From small steps to longer term action, what can you do to address these problems?",180,1,Explore,Problem Solving,Creativity,Empathy,Mindfulness,-
M00219,I'm a Gift,What gifts do you possess that can help make the world a better place?,180,1,Explore,Self-esteem,Ambition,-,-,-
M00220,Stand-up!,What do you stand for and what do you stand against? Describe how this affects your day-to-day activity.,180,1,Explore,Identity,Routine,Self-esteem,Self-love,-
M00221,Will Anyone Remember Me?,Do you want to leave a legacy? Describe what legacy means to you and how you’d like to be remembered.,180,1,Explore,Aging,Identity,-,-,-
M00222,Tomorrow is Going to be Great!,Imagine the positive future and every one of your goals for the world coming true. Talk about the impact that will have on the world once it has come to be.,180,1,Explore,Problem Solving,Identity,Relationships,Passion,Ambition
M00223,Finding Happy,How would you describe a problem with your life that makes you angry? Now how would you describe the opposite of this problem?,180,1,Explore,Problem Solving,Anxiety,Fear,Pain,-
M00224,Community Challenges,How would you describe a problem with your community that makes you angry? Now how would you describe the opposite of this problem?,180,1,Explore,Problem Solving,Anxiety,Relationships,Fear,Pain
M00225,Connection Counts,How would you describe a problem with your family that makes you angry? Now how would you describe the opposite of this problem?,180,1,Explore,Problem Solving,Family,Relationships,Pain,Anxiety
M00226,Positive Me,How would you describe a problem with the world that makes you angry? Now how would you describe the opposite of this problem?,180,1,Explore,Problem Solving,Pain,Anxiety,-,-
M00227,Feeling Proud,"Other than your needs being met, what do you need to make you feel fulfilled?",180,1,Explore,Being Content,Being Social,Mood,Physiology,Activity
M00228,Talk to Me: Heros,What makes a hero or role model? Describe a hero or role model and explain what it is you admire about them.,180,1,Explore,Identity,Purpose,Confidence,Happiness,-
M00229,Being Me,Do you believe you have the qualities of a hero or role model? Describe those qualities.,180,1,Explore,Self-esteem,Self-love,Confidence,Mindfulness,-
M00230,Keep Learning,Imagine you can now communicate with the 8 year old you. What would you tell them? What would make them happy about who they've become? What would make them sad?,180,1,Explore,Problem Solving,Aging,Mindfulness,-,-
M00231,Exploring: Energy,Describe the activities that give you the most energy.,180,1,Explore,Activity,Mood,Physiology,-,-
M00232,Getting Energy from Others,Describe the people that give you the most energy.,180,1,Explore,Relationships,Mood,-,-,-
M00233,Happy Moments,Describe the topics that thinking about or discussing give you the most energy.,180,1,Explore,Happiness,Mood,Physiology,-,-
M00234,Seeking Purpose,Describe some situations where you wish you could be doing more to help.,180,1,Explore,Purpose,Mindfulness,Ambition,-,-
M00235,Living with Purpose,Describe a situation where you did more than you thought possible to help someone.,180,1,Explore,Purpose,Relationships,Self-esteem,Passion,Mindfulness
M00236,Talk to Me: Work,"If you had to quit your current job and begin a new career path, which career would you choose?",180,1,Explore,Career,Ambition,Confidence,-,-
M00237,Talk to Me: Decision Making,What choices have you recently made that you are happy with?,180,1,Explore,Decision Making,Happiness,Being Content,-,-
M00238,Feeling Regret,What choices have you recently made that you are not happy with?,180,1,Explore,Decision Making,Being Content,-,-,-
M00239,Talk to Me: Social Anxiety,"Assuming stagefright was not an issue, If you had to give a speech on any topic to a large group, what topic would you feel most comfortable discussing.",180,1,Explore,Confidence,Ambition,Fear,-,-
M00240,Feeling Appreicated,How often do people thank you? Describe as many situations as you can where someone thanked you for something.,180,1,Explore,Being Grateful,Mood,Physiology,-,-
M00241,Being Grateful,How often do you thank people? Describe as many situations as you can where you thanked someone for something (and truly meant it).,180,1,Explore,Being Grateful,Mood,Physiology,-,-
M00242,"Learning to Say ""Thank you""",How often do people compliment you? Describe as many situations as you can where someone complimented you on something.,180,1,Explore,Self-esteem,Identity,Relationships,-,-
M00243,Complimenting Others,How often do you compliment people? Describe as many situations as you can where you complimented someone on something (and truly meant it).,180,1,Explore,Self-esteem,Identity,Relationships,-,-
M00244,Talk to Me: Self-Esteem,What do you think you can teach others?,180,1,Explore,Self-esteem,Creativity,Identity,-,-
M00245,Future Me: Family,Where do you imagine yourself in ten years in terms of family?,180,1,Explore,Family,Relationships,Male Health,Female Health,-
M00246,Future Me: Career,Where do you imagine your career in ten years?,180,1,Explore,Career,Purpose,Identity,-,-
M00247,Future Me: Home,Describe what your living space looks like in ten years from now?,180,1,Explore,Physical Space,Aging,Creativity,-,-
M00248,Apples and Trees,To what extent will your life be different than your parents/primary caregivers?,180,1,Explore,Relationships,Family,-,-,-
